"scaffold","start","end","mid","sites","l_bel","l_xin","l_tap","S_bel","S_xin","S_tap","thetaPi_bel","thetaPi_xin","thetaPi_tap","thetaW_bel","thetaW_xin","thetaW_tap","TajD_bel","TajD_xin","TajD_tap","pi_bel","pi_xin","pi_tap","dxy_bel_xin","dxy_bel_tap","dxy_xin_tap","Fst_bel_xin","Fst_bel_tap","Fst_xin_tap","ABBA","BABA","D","fd","fdM","topo1","topo2","topo3","recombRate","cds_porp","GC"
"chr3",131800001,131900000,131849586,2357,2357,2357,2357,1457,1561,1475,491.2444,440.9085,406.3766,515.0288,453.8381,404.6241,-0.2318,-0.122,0.0178,0.2084,0.1871,0.1724,0.1974,0.1946,0.1812,-0.0009,0.0099,0.0041,71.2417,74.5155,-0.0225,-0.0729,-0.0347,1614.21052631579,1693.57894736842,1732.21052631579,1.9474930129974E-09,0,0.425756072133843
"chr3",131900001,132000000,131949208,2447,2447,2447,2447,1451,1603,1451,504.4444,438.0392,411.1126,512.9078,466.049,398.0404,-0.0828,-0.2573,0.1352,0.2061,0.179,0.168,0.1893,0.1873,0.1741,-0.0083,0.0005,0.0018,72.6437,73.6635,-0.007,-0.0269,-0.0104,1710.73684210526,1650.31578947368,1678.94736842105,1.96399026923696E-09,0,0.421771510698815
"chr3",132000001,132100000,132048833,2343,2343,2343,2343,1328,1602,1421,411.6444,426.5229,359.3939,469.4291,465.7583,389.8107,-0.6179,-0.3607,-0.3213,0.1757,0.182,0.1534,0.1817,0.1766,0.1736,0.0074,0.0322,0.0178,70.3698,73.231,-0.0199,-0.0491,-0.0231,1741.36842105263,1693.89473684211,1604.73684210526,2.01013012252337E-09,0,0.393165255871547
"chr3",132100001,132200000,132149223,2279,2279,2279,2279,1185,1547,1305,418.0667,409.8627,375.8182,418.8806,449.7678,357.9895,-0.0098,-0.3798,0.205,0.1834,0.1798,0.1649,0.1829,0.1776,0.1763,0.0033,0.0087,0.0115,64.8405,71.2683,-0.0472,-0.1509,-0.0658,1783,1563.33333333333,1693.66666666667,1.97113035843634E-09,0,0.386873868738687
"chr3",132200001,132300000,132250934,2501,2501,2501,2501,1533,1693,1589,522.1333,462.0458,463.0173,541.8937,492.2152,435.8967,-0.1831,-0.2624,0.2562,0.2088,0.1847,0.1851,0.1935,0.1978,0.186,-0.0081,0.0019,0.003,80.1825,74.7968,0.0348,0.1086,0.0508,1591.57894736842,1678.94736842105,1769.47368421053,1.95824434249961E-09,0,0.420089671673
"chr3",132300001,132400000,132346709,1616,1616,1616,1616,873,1041,836,277.8667,269.4575,210.7835,308.5931,302.6556,229.3327,-0.4995,-0.4693,-0.3327,0.1719,0.1667,0.1304,0.1732,0.1503,0.1543,0.0107,-0.0026,0.0195,33.4754,48.1175,-0.1795,-0.6093,-0.2449,2077.16666666667,1442.16666666667,1520.66666666667,2.04907113071867E-09,0,0.369606699305427
"chr3",132400001,132500000,132454388,1987,1987,1987,1987,1051,1224,1010,325.6667,285.4118,212.3463,371.5135,355.8602,277.0646,-0.6192,-0.8472,-0.9612,0.1639,0.1436,0.1069,0.1536,0.1349,0.1252,-0.0005,-0.0017,-0.0002,32.6286,52.5238,-0.2336,-1.3489,-0.3378,1766.63157894737,1303.26315789474,1970.10526315789,5.55701634150045E-10,0,0.364735051142808
"chr3",132500001,132600000,132544359,2297,2297,2297,2297,1448,1511,1485,511.5333,429.5948,440.7403,511.8474,439.3013,407.3673,-0.0031,-0.0946,0.3374,0.2227,0.187,0.1919,0.2011,0.2058,0.191,-0.0091,-0.0034,0.004,76.5532,72.4413,0.0276,0.0766,0.0403,1599.55555555556,1658.77777777778,1781.66666666667,1.80404607933163E-09,0,0.384553335197574
"chr3",132600001,132700000,132644952,2173,2173,2173,2173,1387,1522,1271,464.8889,424,371.5065,490.2848,442.4994,348.6625,-0.26,-0.179,0.2697,0.2139,0.1951,0.171,0.2056,0.1936,0.1852,0.0026,0.0029,0.0059,58.3075,71.2718,-0.1,-0.3477,-0.146,1873.71428571429,1566.71428571429,1599.57142857143,2.08344382672043E-09,0,0.369211642866919
"chr3",132700001,132800000,132759220,1420,1420,1420,1420,893,980,810,308.0667,278.6144,249.8918,315.6628,284.9208,222.2004,-0.1207,-0.0947,0.5125,0.2169,0.1962,0.176,0.2094,0.2028,0.187,0.0066,0.0148,0.0024,37.3889,39.0024,-0.0211,-0.0684,-0.0317,1645,1527.33333333333,1867.66666666667,1.47184917244073E-09,0,0.485438860950306
"chr3",132800001,132900000,132849196,2930,2930,2930,2930,1814,2011,1910,622.4444,589.2876,578.1732,641.2232,584.6691,523.9539,-0.147,0.0338,0.4263,0.2124,0.2011,0.1973,0.2102,0.2102,0.2023,0.0079,0.0114,0.0077,103.4325,98.869,0.0226,0.0647,0.0326,1543.89473684211,1874.21052631579,1621.89473684211,2.09227568612806E-09,0,0.409924314570698
"chr3",132900001,133000000,132948066,3018,3018,3018,3018,1887,2077,1910,665.9111,607.817,565.0346,667.0276,603.8576,523.9539,-0.0084,0.0281,0.323,0.2206,0.2014,0.1872,0.2122,0.2097,0.1975,0.0027,0.0127,0.0084,101.471,101.7901,-0.0016,-0.0049,-0.0023,1634.52631578947,1623.05263157895,1782.42105263158,1.98578687414729E-09,0,0.421429219280654
"chr3",133000001,133100000,133050873,3235,3235,3235,3235,2105,2260,1974,729.5778,665.0654,590.316,744.0875,657.0622,541.5105,-0.0979,0.0522,0.3713,0.2255,0.2056,0.1825,0.2184,0.2095,0.1983,0.0062,0.0122,0.0111,104.2032,116.6389,-0.0563,-0.1801,-0.0771,1624.10526315789,1617.78947368421,1798.10526315789,2.00152837648774E-09,0,0.433664336643366
"chr3",133100001,133200000,133149597,3506,3506,3506,3506,2314,2511,2268,823.8667,735.2484,697.1299,817.9661,730.0368,622.161,0.0362,0.0306,0.4965,0.235,0.2097,0.1988,0.2278,0.2287,0.2111,0.0117,0.0242,0.0166,124.3214,123.8913,0.0017,0.0044,0.0021,1423.42857142857,1648.85714285714,1967.71428571429,2.03515272549459E-09,0,0.444493396481461
"chr3",133200001,133300000,133248022,3076,3076,3076,3076,1914,2094,1781,638.2889,588.0654,536.4242,676.5717,608.8001,488.5665,-0.2841,-0.1459,0.4035,0.2075,0.1912,0.1744,0.2026,0.1978,0.1884,0.0078,0.0161,0.0153,98.9147,106.9067,-0.0388,-0.1188,-0.0529,1583.89473684211,1678.84210526316,1777.26315789474,1.99455764740119E-09,0,0.499060310951649
"chr3",133300001,133400000,133352130,3315,3315,3315,3315,2148,2256,1894,747.5778,643.4183,556.3723,759.2874,655.8993,519.5648,-0.0774,-0.0815,0.2918,0.2255,0.1941,0.1678,0.2139,0.2088,0.1844,0.0094,0.0282,0.0097,98.8218,108.3266,-0.0459,-0.1545,-0.0611,1587.05263157895,1500,1952.94736842105,1.96652592718188E-09,0,0.492724394203717
"chr3",133400001,133500000,133453301,3430,3430,3430,3430,2099,2465,2191,714.3333,729.098,657.974,741.9666,716.663,601.0382,-0.187,0.0743,0.3903,0.2083,0.2126,0.1918,0.2152,0.2116,0.2058,0.0108,0.0253,0.009,113.3147,118.8512,-0.0238,-0.0675,-0.0328,1760.52631578947,1704.73684210526,1574.73684210526,2.03174996041667E-09,0,0.498602729739581
"chr3",133500001,133600000,133549710,4006,4006,4006,4006,2520,2898,2594,895.0889,845.8954,784.2944,890.7841,842.5515,711.5898,0.0243,0.017,0.421,0.2234,0.2112,0.1958,0.2197,0.2156,0.2066,0.0052,0.0128,0.0077,137.3048,147.3563,-0.0353,-0.111,-0.0508,1829.33333333333,1517.04761904762,1693.61904761905,2.10217280816188E-09,0,0.483436687337467
"chr3",133600001,133700000,133648300,3672,3672,3672,3672,2448,2612,2320,860.1556,769.4248,725,865.3331,759.4011,636.4257,-0.03,0.0565,0.5735,0.2342,0.2095,0.1974,0.2273,0.2273,0.2068,0.0116,0.0237,0.0083,122.7036,122.998,-0.0012,-0.0033,-0.0016,1637.1,1677.5,1725.4,2.02383406042029E-09,0,0.490689078323934
"chr3",133700001,133800000,133748949,3688,3688,3688,3688,2464,2637,2334,842.6444,748.0588,677.4978,870.9889,766.6695,640.2662,-0.1634,-0.104,0.2396,0.2285,0.2028,0.1837,0.2178,0.2128,0.1976,0.0049,0.0149,0.0114,115.102,119.9044,-0.0204,-0.0608,-0.0275,1654.55555555556,1625.33333333333,1760.11111111111,2.07199291927793E-09,0,0.48709097593856
"chr3",133800001,133900000,133848085,4007,4007,4007,4007,2548,2878,2453,883,797.1046,710.4675,900.6817,836.7368,672.9105,-0.0986,-0.2029,0.23,0.2204,0.1989,0.1773,0.2109,0.2047,0.1909,0.0029,0.0134,0.0076,113.8056,136.7071,-0.0914,-0.3488,-0.1223,1640.73684210526,1637.47368421053,1761.78947368421,2.08908605679901E-09,0,0.491802786752423
"chr3",133900001,134000000,133946708,3199,3199,3199,3199,2043,2194,2135,703.7778,643.5359,630.1039,722.1714,637.8737,585.6762,-0.1279,0.038,0.3125,0.22,0.2012,0.197,0.2146,0.2149,0.2027,0.0092,0.0137,0.0092,110.4917,110.6956,-0.0009,-0.0025,-0.0013,1555.89473684211,1572.21052631579,1911.89473684211,2.08174939335563E-09,0,0.469166941917145
"chr3",134000001,134100000,134049968,3212,3212,3212,3212,2015,2165,2102,675.4,591.3987,589.8225,712.2738,629.4423,576.6236,-0.2599,-0.2589,0.0943,0.2103,0.1841,0.1836,0.2003,0.1995,0.1894,0.0077,0.0057,0.0149,92.344,101.6012,-0.0477,-0.1549,-0.0653,1499.29411764706,1738.35294117647,1802.35294117647,2.01996665774533E-09,0,0.464756643413041
"chr3",134100001,134200000,134150451,3433,3433,3433,3433,2193,2463,2195,758.5556,709.9673,654.9091,775.1943,716.0815,602.1355,-0.1078,-0.0366,0.3611,0.221,0.2068,0.1908,0.2173,0.2122,0.2036,0.0076,0.0138,0.0121,112.9306,122.648,-0.0412,-0.1331,-0.0569,1659.05263157895,1680.84210526316,1700.10526315789,2.06344893045031E-09,0,0.466250766000623
"chr3",134200001,134300000,134250835,3422,3422,3422,3422,2134,2317,2125,723.4667,654.9739,604.0823,754.3386,673.6341,582.933,-0.2055,-0.1186,0.1495,0.2114,0.1914,0.1765,0.2013,0.2004,0.1865,-0.0004,0.015,0.0069,95.446,108.5111,-0.0641,-0.259,-0.0901,1672.84210526316,1489.78947368421,1877.36842105263,2.00789015818086E-09,0,0.46120461204612
"chr3",134300001,134400000,134352356,3388,3388,3388,3388,2207,2452,2173,773.2889,713.4575,632.0346,780.1431,712.8834,596.1005,-0.0441,0.0034,0.2484,0.2282,0.2106,0.1866,0.221,0.218,0.2013,0.0035,0.023,0.0071,109.727,111.7714,-0.0092,-0.0312,-0.0136,1630.94117647059,1500,1909.05882352941,1.98149070326528E-09,0,0.436227460744548
"chr3",134400001,134500000,134450630,3303,3303,3303,3303,2174,2410,2026,735.7778,686.0458,590.7143,768.478,700.6725,555.7752,-0.2137,-0.0894,0.259,0.2228,0.2077,0.1788,0.2189,0.2077,0.198,0.0081,0.0156,0.0124,95.2845,118.6536,-0.1092,-0.4138,-0.1444,1536,1517.55555555556,1986.44444444444,2.02872935830589E-09,0,0.430334671213447
"chr3",134500001,134600000,134551348,3690,3690,3690,3690,2281,2697,2459,792.7333,775.2222,708.632,806.301,784.1136,674.5564,-0.0845,-0.0486,0.2082,0.2148,0.2101,0.192,0.2138,0.2086,0.2039,0.003,0.0113,0.007,122.3635,119.2754,0.0128,0.0394,0.0186,1552,1918.42105263158,1569.57894736842,2.09366360681689E-09,0,0.461977186311787
"chr3",134600001,134700000,134650077,3305,3305,3305,3305,2060,2408,2360,737.0222,729.0654,707.303,728.1807,700.0911,647.3986,0.061,0.1773,0.3813,0.223,0.2206,0.214,0.2214,0.2215,0.2184,-0.0008,0.0061,0.0026,120.5397,124.2484,-0.0152,-0.0504,-0.0241,1640.66666666667,1667.44444444444,1731.88888888889,2.10034471762695E-09,0,0.433963022912122
"chr3",134700001,134800000,134750669,3181,3181,3181,3181,1925,2262,2152,663.8,645.8497,615.0476,680.4601,657.6437,590.3397,-0.1229,-0.0768,0.1724,0.2087,0.203,0.1934,0.2084,0.2061,0.2001,0.006,0.0113,0.0049,91.2905,98.4302,-0.0376,-0.1153,-0.0534,1607.88888888889,1498.88888888889,1933.22222222222,1.97616705329085E-09,0,0.455707368906443
"chr3",134800001,134900000,134853632,3122,3122,3122,3122,1964,2252,2059,677.8,662.4902,614.7965,694.246,654.7363,564.8278,-0.1189,0.0507,0.3645,0.2171,0.2122,0.1969,0.2174,0.2094,0.2067,0.0062,0.0051,0.0052,98.6492,104.2484,-0.0276,-0.0802,-0.0413,1705.41176470588,1700.35294117647,1634.23529411765,1.96822418883424E-09,0,0.482779127314512
"chr3",134900001,135000000,134948892,3391,3391,3391,3391,2049,2385,2284,721.7778,693.634,680.4935,724.2923,693.4042,626.5501,-0.0174,0.0014,0.3547,0.2129,0.2046,0.2007,0.2118,0.2135,0.2051,0.0071,0.0144,0.0061,100.9405,104.8405,-0.019,-0.0525,-0.0267,1562.70588235294,1766.11764705882,1711.17647058824,2.05350403804559E-09,0,0.492735821511634
"chr3",135000001,135100000,135050959,3308,3308,3308,3308,2078,2295,2279,727.2667,686.9542,670.7229,734.5434,667.238,625.1785,-0.0497,0.1266,0.3002,0.2199,0.2077,0.2028,0.217,0.2144,0.2087,0.0072,0.0066,0.0086,109.9675,114.7492,-0.0213,-0.0671,-0.0311,1578.5,1674,1787.5,2.0465905668252E-09,0,0.489141874114552
"chr3",135100001,135200000,135154403,2732,2732,2732,2732,1769,1908,1815,616.1333,563.3922,529.6147,625.3163,554.7233,497.8934,-0.0737,0.0669,0.2624,0.2255,0.2062,0.1939,0.2197,0.2179,0.2026,0.0084,0.0176,0.0064,88.1861,90.4583,-0.0127,-0.0386,-0.0186,1727,1745.85714285714,1567.14285714286,2.04783542607228E-09,0,0.462525097184843
"chr3",135200001,135300000,135243607,2565,2565,2565,2565,1528,1723,1615,521.0889,485.6144,462.1558,540.1262,500.9373,443.0291,-0.1769,-0.131,0.1778,0.2032,0.1893,0.1802,0.2001,0.1996,0.1863,0.0094,0.0183,0.0043,66.7952,72.9698,-0.0442,-0.1405,-0.0638,1651.81818181818,1532.90909090909,1855.27272727273,1.95828761879379E-09,0,0.514423891795388
"chr3",135300001,135400000,135344141,2921,2921,2921,2921,1842,1983,1757,620.8444,552.9085,511.2987,651.1208,576.5285,481.9827,-0.2335,-0.1754,0.2505,0.2125,0.1893,0.175,0.2042,0.1991,0.1857,0.0078,0.0125,0.0098,79.4869,86.0567,-0.0397,-0.1157,-0.0519,1579.33333333333,1569.66666666667,1891,2.02555021515583E-09,0,0.507086665016519
"chr3",135400001,135500000,135455347,1973,1973,1973,1973,1268,1313,1230,406.7333,371.085,339.7662,448.2199,381.7357,337.4154,-0.4646,-0.1194,0.0287,0.2061,0.1881,0.1722,0.1965,0.1977,0.1817,-0.0015,0.0203,0.0044,64.3119,56.3413,0.0661,0.197,0.1007,1620.5,1648.125,1771.375,2.04896510379791E-09,0,0.393025558051159
"chr3",135500001,135600000,135549179,2323,2323,2323,2323,1361,1543,1418,447.7556,384.8954,407.3203,481.0941,448.6049,388.9878,-0.3478,-0.608,0.1941,0.1927,0.1657,0.1753,0.1765,0.1797,0.1725,-0.0074,-0.0107,0.0057,82.0734,76.2893,0.0365,0.1107,0.056,1609.15789473684,1740.73684210526,1690.10526315789,1.93979698986496E-09,0,0.392543925439254
"chr3",135600001,135700000,135632467,1620,1620,1620,1620,1042,1143,1029,365.8222,322.1503,285.4502,368.3322,332.3107,282.2767,-0.0342,-0.1308,0.0463,0.2258,0.1989,0.1762,0.2129,0.2053,0.1895,0.0013,0.0098,0.0054,50.2194,54.7964,-0.0436,-0.1436,-0.0624,1851.09090909091,1595.27272727273,1593.63636363636,1.59399052068794E-09,0,"NA"
"chr4",1,100000,48856,2125,2125,2125,2125,1282,1338,1206,425.4889,365.2549,331.3117,453.1687,389.0041,330.8316,-0.3066,-0.2613,0.006,0.2002,0.1719,0.1559,0.1854,0.1806,0.1635,-0.0018,0.0066,-0.0013,52.5373,58.5714,-0.0543,-0.1748,-0.0788,1682.10526315789,1592.31578947368,1765.57894736842,1.95699765233238E-09,0.009850098500985,0.430727728851988
"chr4",100001,200000,149018,1832,1832,1832,1832,892,1132,941,272.2444,260.6928,219.9134,315.3093,329.1126,258.1365,-0.6852,-0.8896,-0.6092,0.1486,0.1423,0.12,0.149,0.1382,0.1321,0.0117,0.0131,0.0035,39.2532,41.2254,-0.0245,-0.0559,-0.03,1753.68421052632,1578.84210526316,1707.47368421053,1.84343499717179E-09,0.004630046300463,0.441448954983923
"chr4",200001,300000,252849,2301,2301,2301,2301,1273,1492,1299,449.2889,399.8758,363.6104,449.9874,433.7774,356.3435,-0.0078,-0.3346,0.084,0.1953,0.1738,0.158,0.1852,0.1773,0.1699,0.0019,0.0018,0.012,61.6218,69.448,-0.0597,-0.1957,-0.0908,1701.15789473684,1644.10526315789,1694.73684210526,8.90695856719168E-10,0.062450624506245,0.398950978414363
"chr4",300001,400000,346589,2474,2474,2474,2474,1388,1486,1511,434.8,367.4575,387.6407,490.6382,432.0329,414.4997,-0.5713,-0.6399,-0.2669,0.1757,0.1485,0.1567,0.1633,0.1677,0.152,0.0034,0.004,-0.002,71.7468,60.6667,0.0837,0.2004,0.1244,1560.35294117647,1740,1739.64705882353,1.89381675952519E-09,0.056390563905639,0.434124963225224
"chr4",400001,500000,451540,2396,2396,2396,2396,1425,1468,1338,455.8889,368.8889,324.6667,503.7172,426.7997,367.0421,-0.4766,-0.5808,-0.4754,0.1903,0.154,0.1355,0.1695,0.1626,0.1447,-0.0074,-0.0009,0,59.8198,62.3579,-0.0208,-0.0792,-0.034,1400,1605.2,2034.8,1.91454776891475E-09,0.026870268702687,0.448543980786551
"chr4",500001,600000,545984,2071,2071,2071,2071,1251,1312,1106,402.5333,347.7516,303.4762,442.2107,381.445,303.3995,-0.4503,-0.3781,0.001,0.1944,0.1679,0.1465,0.1857,0.1784,0.1616,0.012,0.0214,0.014,50.6119,53.5635,-0.0283,-0.0707,-0.0336,1389.05263157895,1565.36842105263,2085.57894736842,1.78623572045799E-09,0.008610086100861,0.416115544655959
"chr4",600001,700000,647722,2115,2115,2115,2115,1207,1331,1242,388.2667,363.1569,330.1212,426.6573,386.9689,340.7072,-0.4516,-0.2634,-0.1279,0.1836,0.1717,0.1561,0.179,0.1741,0.1674,0.0036,0.0113,0.0108,56.8206,57.1127,-0.0026,-0.0069,-0.0035,1685.7,1658,1696.3,1.75597177569494E-09,0.013870138701387,0.460170905597411
"chr4",700001,800000,751595,2072,2072,2072,2072,1162,1193,1141,366.4889,299.3922,281.961,410.7505,346.8474,313.0007,-0.5408,-0.5855,-0.4082,0.1769,0.1445,0.1361,0.1607,0.158,0.1416,0.0002,0.0046,0.0047,49.5702,47.625,0.02,0.0587,0.0305,1564.2,1648.8,1827,2.00102911785535E-09,0.12480124801248,0.443368092388367
"chr4",800001,900000,850575,1885,1885,1885,1885,1049,1234,1100,334.7556,310.6732,293.5195,370.8066,358.7676,301.7536,-0.4879,-0.5737,-0.1123,0.1776,0.1648,0.1557,0.1718,0.1679,0.1609,0.0017,0.0033,0.0019,46.2214,48.704,-0.0262,-0.0721,-0.0366,1577.125,1764.625,1698.25,1.79478287178404E-09,0.04830048300483,0.460830468663367
"chr4",900001,1000000,949868,3029,3029,3029,3029,1888,2146,2077,664.3333,618.2353,616.8571,667.3811,623.9184,569.7656,-0.0229,-0.039,0.3405,0.2193,0.2041,0.2037,0.2105,0.2116,0.2061,-0.0027,0.0002,0.0055,105.1452,110.7159,-0.0258,-0.0854,-0.0386,1704.7619047619,1727.52380952381,1607.71428571429,1.97758285389998E-09,0.010710107101071,0.42065
"chr4",1000001,1100000,1048547,2744,2744,2744,2744,1596,1953,1848,560.3111,562.7647,534.1515,564.1633,567.8064,506.946,-0.0343,-0.038,0.2211,0.2042,0.2051,0.1947,0.2064,0.2007,0.1996,0.004,0.0028,-0.0007,87.8282,96.6758,-0.048,-0.1423,-0.0716,1665.89473684211,1722.63157894737,1651.47368421053,1.98986999250405E-09,0.026820268202682,0.428624286242862
"chr4",1100001,1200000,1148820,3129,3129,3129,3129,1872,2240,2073,652,630.0392,607.7316,661.7253,651.2475,568.6683,-0.0738,-0.1395,0.283,0.2084,0.2014,0.1942,0.207,0.2054,0.1986,0.0049,0.009,0.0021,104.2746,106.2833,-0.0095,-0.027,-0.0138,1795.78947368421,1648.84210526316,1595.36842105263,2.05212477261559E-09,0.068460684606846,0.42019
"chr4",1200001,1300000,1251119,2666,2666,2666,2666,1540,1842,1722,517.1778,509.3072,481.9221,544.3681,535.5348,472.3815,-0.2507,-0.2097,0.0832,0.194,0.191,0.1808,0.1961,0.1922,0.1899,0.0087,0.0114,0.0108,82.1675,83.6127,-0.0087,-0.0221,-0.0119,1560.42105263158,1573.05263157895,1906.52631578947,2.05632257315196E-09,0.017570175701757,0.409013605442177
"chr4",1300001,1400000,1349704,2173,2173,2173,2173,1115,1341,1377,351.2,363.8824,349.0996,394.1366,389.8763,377.7406,-0.5467,-0.2854,-0.3122,0.1616,0.1675,0.1607,0.1681,0.1694,0.1646,0.0103,0.0222,0.0018,59.5948,55.4417,0.0361,0.0924,0.0464,1631.64705882353,1499.05882352941,1909.29411764706,2.06933242586899E-09,0.062690626906269,0.440320982960287
"chr4",1400001,1500000,1450668,2461,2461,2461,2461,1354,1617,1585,449.0444,447.0915,436.2208,478.6197,470.1193,434.7995,-0.3102,-0.2097,0.0135,0.1825,0.1817,0.1773,0.1852,0.1849,0.1803,0.0082,0.0123,0.0024,75.3984,70.7,0.0322,0.0786,0.0465,1674.33333333333,1780.66666666667,1585,1.98997294015004E-09,0.022950229502295,0.449900404418422
"chr4",1500001,1600000,1550234,2665,2665,2665,2665,1676,1835,1858,582.8,574.0784,556.0216,592.4421,533.4996,509.6892,-0.0817,0.3257,0.3745,0.2187,0.2154,0.2086,0.218,0.2171,0.2135,0.0021,0.0071,0.0034,100.3631,101.798,-0.0071,-0.021,-0.0111,1796.44444444444,1745.66666666667,1497.88888888889,1.98228265944894E-09,0,0.552975399605427
"chr4",1600001,1700000,1650861,2794,2794,2794,2794,1756,1981,1918,604.0444,581.5229,572.303,620.721,575.947,526.1485,-0.1349,0.0415,0.3614,0.2162,0.2081,0.2048,0.2156,0.2127,0.2098,0.0076,0.0046,0.0082,99.4675,101.4738,-0.01,-0.0292,-0.0146,1742.3,1645.3,1652.4,2.0222469023309E-09,0,0.490202597193258
"chr4",1700001,1800000,1748434,2945,2945,2945,2945,1648,1981,1889,566.6222,549.6863,526.5801,582.5445,575.947,518.1932,-0.1372,-0.1953,0.0667,0.1924,0.1867,0.1788,0.1926,0.1922,0.1865,0.0077,0.0158,0.0105,90.6639,88.7075,0.0109,0.0275,0.0143,1487.52380952381,1598,1954.47619047619,2.04837613007872E-09,0.032220322203222,0.442437155518211
"chr4",1800001,1900000,1850242,2218,2218,2218,2218,1185,1263,1245,379.0889,330.4575,306.7229,418.8806,367.1989,341.5302,-0.4768,-0.4282,-0.4196,0.1709,0.149,0.1383,0.1634,0.156,0.1502,0.0103,0.0043,0.0228,58.0306,62.0369,-0.0334,-0.0857,-0.0424,1760.8,1487.9,1791.3,2.05004151839223E-09,0,0.405458382086746
"chr4",1900001,2000000,1948860,2677,2677,2677,2677,1612,1822,1644,551.0667,520.2876,488.2597,569.819,529.7201,450.9844,-0.1652,-0.0762,0.3404,0.2059,0.1944,0.1824,0.2,0.2017,0.1903,-0.0003,0.0174,0.0051,93.4393,84.1821,0.0521,0.1383,0.0752,1714.7,1686.9,1638.4,1.98616304501216E-09,0,0.378016461152281
"chr4",2000001,2100000,2051241,2497,2497,2497,2497,1472,1676,1525,490.4,465.8301,435.368,520.331,487.2727,418.3402,-0.2888,-0.1884,0.1676,0.1964,0.1866,0.1744,0.1942,0.1906,0.1811,0.0068,0.0127,0.0017,72.3706,74.5508,-0.0148,-0.0387,-0.0206,1810.77777777778,1582.77777777778,1646.44444444444,1.984247902547E-09,0.020670206702067,0.371494018325131
"chr4",2100001,2200000,2150684,2725,2725,2725,2725,1569,1797,1716,523,508.3203,457.0693,554.6192,522.4517,470.7356,-0.2862,-0.1158,-0.1196,0.1919,0.1865,0.1677,0.1888,0.1822,0.1766,-0.0011,0.0059,-0.0015,77.1381,88.627,-0.0693,-0.2403,-0.1028,1832.5,1527.7,1679.8,2.03511918636659E-09,0.039980399803998,0.35675
"chr4",2200001,2300000,2250265,2245,2245,2245,2245,1295,1404,1469,446.3556,408.8105,415.0823,457.7641,408.1926,402.9782,-0.1251,0.0065,0.1237,0.1988,0.1821,0.1849,0.1934,0.1966,0.1896,0.0074,0.0111,0.0165,75.5409,73.8671,0.0112,0.0292,0.0151,1686,1782.77777777778,1571.22222222222,2.06478516925705E-09,0.052690526905269,0.37117
"chr4",2300001,2400000,2351083,2628,2628,2628,2628,1539,1768,1685,519.8444,475.8954,461.8268,544.0146,514.0204,462.2316,-0.223,-0.3176,-0.0036,0.1978,0.1811,0.1757,0.192,0.1878,0.1795,0.0065,0.0024,0.003,81.202,85.4242,-0.0253,-0.0789,-0.0382,1555.6,1645,1839.4,2.0125624167041E-09,0.006910069100691,0.35849
"chr4",2400001,2500000,2452009,2821,2821,2821,2821,1652,1950,1821,572.7333,563.3268,540.5974,583.9585,566.9342,499.5393,-0.0965,-0.0272,0.3386,0.203,0.1997,0.1916,0.2046,0.2042,0.1981,0.0076,0.0154,0.0063,91.8163,96.0583,-0.0226,-0.0614,-0.0315,1747.15789473684,1722.52631578947,1570.31578947368,2.06981129470893E-09,0.017120171201712,0.373363670990117
"chr4",2500001,2600000,2549977,3014,3014,3014,3014,1887,2103,2060,651,615.451,589.5758,667.0276,611.4167,565.1021,-0.1206,0.0283,0.1784,0.216,0.2042,0.1956,0.2124,0.2103,0.1996,0.0052,0.0098,-0.0008,98.9107,99.0933,-0.0009,-0.0026,-0.0014,1635.04761904762,1482.95238095238,1922,2.07153094483746E-09,0.035480354803548,0.51995623003548
"chr4",2600001,2700000,2649772,2526,2526,2526,2526,1535,1739,1623,521.8,503.7778,455.1861,542.6006,505.589,445.2237,-0.1924,-0.0153,0.0922,0.2066,0.1994,0.1802,0.2044,0.1985,0.1903,0.0032,0.0119,0.0012,77.0964,91.1242,-0.0834,-0.2825,-0.1232,1856.84210526316,1508.73684210526,1674.42105263158,2.03041638476649E-09,0.033720337203372,0.497032580222659
"chr4",2700001,2800000,2748309,2510,2510,2510,2510,1493,1753,1627,525.1333,500.5098,460.3247,527.7542,509.6593,446.321,-0.0249,-0.0769,0.1292,0.2092,0.1994,0.1834,0.2049,0.1986,0.191,0.0014,0.0053,-0.0011,78.248,82.9369,-0.0291,-0.0867,-0.0453,1670.52631578947,1707.57894736842,1661.89473684211,2.00550904654038E-09,0.023830238302383,0.47317999919156
"chr4",2800001,2900000,2847966,2863,2863,2863,2863,1767,2000,1772,605.0222,558.9281,496.4242,624.6093,581.471,486.0976,-0.1574,-0.166,0.0875,0.2113,0.1952,0.1734,0.203,0.1973,0.1836,-0.0006,0.0116,-0.002,84.3389,88.2595,-0.0227,-0.0714,-0.0344,1546.58823529412,1552.94117647059,1940.47058823529,2.01707014208578E-09,0.088270882708827,0.55369557812907
"chr4",2900001,3000000,2949699,2751,2751,2751,2751,1684,1841,1821,574.4889,554.5098,522.4719,595.27,535.244,499.5393,-0.1753,0.1541,0.1891,0.2088,0.2016,0.1899,0.2087,0.2051,0.2003,0.0081,0.0128,0.0116,91.2778,98.9429,-0.0403,-0.1154,-0.0555,1592.63157894737,1704.63157894737,1742.73684210526,1.9658556439638E-09,0,0.54185
